BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,10.89,27.22,52.62,85.28,124.28
54.43,14.06,31.75,58.51,92.99,133.81
58.97,16.78,36.29,64.41,100.7,142.43
63.5,19.96,40.82,70.31,107.5,151.05
68.04,23.13,44.91,75.75,114.31,159.21
72.57,25.85,48.99,81.19,121.11,166.92
77.11,29.03,53.07,86.18,127.46,174.18
81.65,31.75,57.15,91.17,133.81,181.44
86.18,34.93,61.23,96.16,139.71,188.24
90.72,37.65,64.86,101.15,145.15,195.04
95.25,40.82,68.49,105.69,151.05,201.4
99.79,43.54,72.12,110.22,156.49,207.75
104.33,46.27,75.75,114.76,161.48,214.1
108.86,48.99,79.38,119.29,166.92,219.99
113.4,51.71,83.01,123.38,171.91,225.44
117.93,54.43,86.18,127.46,176.9,231.33
122.47,57.15,89.81,131.54,181.44,236.78
127.01,59.87,92.99,135.62,185.97,241.76
131.54,62.14,96.16,139.25,190.51,247.21
136.08,64.86,99.34,143.34,195.04,252.2
140.61,67.59,102.51,146.96,199.58,257.19
