BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,5.44,13.15,25.4,41.28,59.87
54.43,6.8,15.42,28.12,44.91,63.96
58.97,8.16,17.69,30.84,48.08,68.49
63.5,9.53,19.5,33.57,51.71,72.57
68.04,10.89,21.77,36.29,54.88,76.2
72.57,12.25,23.59,39.01,58.06,79.83
77.11,14.06,25.4,41.28,60.78,83.46
81.65,15.42,27.22,43.54,63.96,86.64
86.18,16.78,29.03,45.81,66.68,89.81
90.72,18.14,30.84,48.08,69.4,92.99
95.25,19.5,32.66,50.35,72.12,96.16
99.79,20.87,34.47,52.62,74.39,99.34
104.33,22.23,36.29,54.88,77.11,102.06
108.86,23.13,37.65,56.7,79.38,104.78
113.4,24.49,39.46,58.97,81.65,107.5
117.93,25.85,41.28,60.78,84.37,110.22
122.47,27.22,42.64,62.6,86.18,112.49
127.01,28.58,44,64.41,88.45,115.21
131.54,29.48,45.81,66.22,90.72,117.48
136.08,30.84,47.17,68.04,92.99,119.75
140.61,31.75,48.53,69.85,94.8,122.47
