BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,15.42,30.84,52.62,80.29,112.04
54.43,19.05,35.83,58.97,88,121.11
58.97,22.23,40.37,64.86,95.25,129.73
63.5,25.85,45.36,71.21,102.51,138.35
68.04,29.48,49.9,76.66,109.32,146.06
72.57,33.11,54.43,82.55,116.12,153.77
77.11,36.74,58.97,88,122.92,161.48
81.65,39.92,63.05,92.99,128.82,168.74
86.18,43.54,67.59,98.43,135.17,175.54
90.72,46.72,71.67,103.42,141.07,182.34
95.25,50.35,75.75,108.41,146.51,188.69
99.79,53.52,79.83,112.94,152.41,195.04
104.33,56.7,83.91,117.93,157.4,200.94
108.86,59.87,87.54,122.47,162.84,206.84
113.4,63.05,91.17,126.55,167.83,212.73
117.93,65.77,94.8,131.09,172.82,218.18
122.47,68.95,98.43,135.17,177.81,223.62
127.01,72.12,102.06,139.71,182.8,229.06
131.54,74.84,105.69,143.79,187.33,234.51
136.08,78.02,109.32,147.42,191.87,239.5
140.61,80.74,112.49,151.5,196.41,244.49
