BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,26.31,46.27,73.48,107.05,144.7
54.43,31.3,53.07,81.65,116.57,156.04
58.97,36.29,58.97,89.36,126.1,166.92
63.5,40.82,65.32,97.07,134.72,176.9
68.04,45.81,71.21,104.33,143.34,186.88
72.57,50.35,77.11,111.58,151.95,195.95
77.11,54.88,83.01,118.39,159.66,205.02
81.65,59.42,88.45,124.74,167.38,214.1
86.18,63.96,93.89,131.54,175.09,222.26
90.72,68.49,99.34,137.44,182.34,230.42
95.25,73.03,104.33,143.79,189.15,238.59
99.79,77.11,109.32,149.69,195.95,245.85
104.33,81.19,114.31,155.58,202.76,253.56
108.86,85.28,119.29,161.03,209.11,260.82
113.4,89.36,124.28,166.47,215.46,267.62
117.93,93.44,128.82,171.91,221.35,274.42
122.47,97.07,133.36,177.35,227.25,281.23
127.01,101.15,137.89,182.34,233.15,287.58
131.54,104.78,141.97,187.33,239.04,293.93
136.08,108.41,146.51,192.32,244.49,299.82
140.61,112.04,150.59,197.31,249.93,306.17
