BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,36.29,71.67,122.02,185.07,257.64
54.43,43.09,81.65,134.26,200.49,275.78
58.97,50.35,91.17,146.51,215,293.02
63.5,57.15,100.24,157.85,229.06,309.35
68.04,63.96,109.32,169.19,242.67,324.77
72.57,70.76,117.93,180.08,255.37,339.74
77.11,77.56,126.55,190.51,268.07,354.26
81.65,83.91,134.72,200.94,279.87,367.86
86.18,90.26,142.88,210.47,291.66,381.02
90.72,96.62,150.59,220.45,303,394.17
95.25,102.97,158.3,229.52,313.89,406.42
99.79,108.86,166.01,238.59,324.32,418.67
104.33,114.76,173.27,247.21,334.75,430.01
108.86,120.66,180.53,255.83,344.73,441.35
113.4,126.55,187.79,264.44,354.26,452.23
117.93,132,194.59,272.61,363.78,463.12
122.47,137.89,201.4,280.32,372.85,473.55
127.01,143.34,207.75,288.48,381.92,483.53
131.54,148.78,214.1,295.74,390.54,493.51
136.08,153.77,220.45,303.45,399.16,503.03
140.61,159.21,226.8,310.71,407.78,512.56
