BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,-8.16,9.07,30.84,55.79,83.01
54.43,-6.8,11.79,34.93,60.78,89.36
58.97,-5.44,14.51,38.56,65.77,94.8
63.5,-4.08,16.78,41.73,69.85,100.24
68.04,-2.72,18.6,44.45,73.94,104.78
72.57,-1.81,20.41,47.63,77.56,109.32
77.11,-0.91,22.23,49.9,80.74,113.85
81.65,0,24.04,52.16,83.91,117.48
86.18,0.45,25.4,54.43,87.09,121.11
90.72,1.36,26.31,56.25,89.36,124.28
95.25,1.81,27.67,58.06,92.08,127.46
99.79,1.81,28.58,59.42,93.89,130.18
104.33,2.27,29.48,61.23,96.16,132.9
108.86,2.27,29.94,62.14,97.98,135.17
113.4,2.27,30.39,63.5,99.79,137.44
117.93,2.27,30.84,64.41,101.15,139.25
122.47,2.27,31.3,65.32,102.51,141.07
127.01,1.81,31.75,65.77,103.87,142.88
131.54,1.36,31.75,66.68,104.78,144.7
136.08,1.36,31.75,67.13,105.69,146.06
140.61,0.45,31.75,67.59,106.59,146.96
