BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,17.69,31.75,50.8,73.94,100.24
54.43,21.32,36.29,56.7,81.19,108.41
58.97,24.95,40.82,62.14,88,116.57
63.5,28.58,45.36,67.59,94.35,123.83
68.04,31.75,49.9,73.03,100.7,131.09
72.57,35.38,53.98,78.47,106.59,137.89
77.11,38.56,58.51,83.46,112.49,144.7
81.65,42.18,62.6,88,118.39,151.05
86.18,45.36,66.68,92.99,123.83,157.4
90.72,48.53,70.31,97.52,129.27,163.29
95.25,51.71,74.39,102.06,134.26,169.19
99.79,54.88,78.02,106.59,139.25,174.63
104.33,58.06,81.65,110.68,144.24,180.08
108.86,61.23,85.28,114.76,148.78,185.52
113.4,63.96,88.9,118.84,153.77,190.51
117.93,67.13,92.08,122.92,158.3,195.95
122.47,69.85,95.71,127.01,162.39,200.49
127.01,72.57,98.88,130.63,166.92,205.48
131.54,75.75,102.06,134.26,171,210.01
136.08,78.47,105.23,137.89,175.09,214.55
140.61,81.19,108.41,141.52,179.17,219.09
