BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,24.95,40.82,62.14,87.54,116.12
54.43,29.03,46.27,68.49,95.25,124.74
58.97,33.11,51.26,74.39,102.51,132.9
63.5,36.74,56.25,80.29,109.32,140.61
68.04,40.82,60.78,86.18,115.67,148.32
72.57,44.45,65.32,91.63,122.02,155.58
77.11,48.53,69.85,97.07,128.37,162.39
81.65,52.16,74.39,102.06,134.26,169.19
86.18,55.79,78.93,107.05,140.16,175.54
90.72,58.97,83.01,112.04,145.6,181.44
95.25,62.6,87.09,116.57,151.05,187.79
99.79,65.77,90.72,121.11,156.04,193.23
104.33,69.4,94.8,125.65,161.03,199.13
108.86,72.57,98.43,130.18,166.01,204.57
113.4,75.75,102.06,134.26,171,209.56
117.93,78.93,105.69,138.35,175.54,215
122.47,81.65,109.32,142.43,180.08,219.99
127.01,84.82,112.94,146.51,184.61,224.98
131.54,88,116.12,150.59,188.69,229.52
136.08,90.72,119.75,154.22,193.23,234.51
140.61,93.44,122.92,157.85,197.31,239.04
