BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,3.63,10.43,22.23,38.1,57.61
54.43,4.54,12.25,24.49,41.28,61.23
58.97,5.44,13.61,26.76,44.45,64.86
63.5,6.35,15.42,29.03,47.17,68.49
68.04,7.26,16.78,31.3,49.9,71.67
72.57,8.16,18.6,33.11,52.16,74.39
77.11,9.53,19.96,35.38,54.88,77.56
81.65,10.43,21.32,37.19,57.15,80.29
86.18,11.34,22.68,39.01,59.42,83.01
90.72,12.25,24.04,40.82,61.69,85.73
95.25,13.15,25.4,42.64,63.96,88.45
99.79,14.51,26.76,44.45,65.77,90.72
104.33,15.42,28.12,45.81,68.04,92.99
108.86,16.33,29.48,47.63,69.85,95.25
113.4,17.24,30.84,48.99,72.12,97.52
117.93,18.14,31.75,50.8,73.94,99.79
122.47,19.05,33.11,52.16,75.75,102.06
127.01,19.96,34.47,53.52,77.56,103.87
131.54,20.87,35.38,55.34,78.93,106.14
136.08,21.77,36.74,56.7,80.74,107.95
140.61,22.68,37.65,58.06,82.55,109.77
