BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,0.45,4.54,12.7,24.95,40.37
54.43,0.91,5.44,14.06,26.76,42.64
58.97,1.36,6.35,15.42,28.58,44.91
63.5,1.81,7.26,16.78,30.39,47.17
68.04,2.27,7.71,18.14,31.75,48.99
72.57,2.72,8.62,19.05,33.57,51.26
77.11,3.18,9.53,20.41,34.93,53.07
81.65,3.63,10.43,21.32,36.74,54.88
86.18,3.63,10.89,22.68,38.1,56.7
90.72,4.08,11.79,23.59,39.46,58.06
95.25,4.54,12.7,24.49,40.82,59.87
99.79,4.99,13.15,25.4,41.73,61.23
104.33,5.44,14.06,26.31,43.09,63.05
108.86,5.9,14.51,27.67,44.45,64.41
113.4,6.35,15.42,28.58,45.36,65.77
117.93,6.8,15.88,29.48,46.72,67.13
122.47,7.26,16.78,30.39,47.63,68.49
127.01,7.71,17.24,30.84,48.99,69.85
131.54,8.16,17.69,31.75,49.9,70.76
136.08,8.62,18.6,32.66,50.8,72.12
140.61,9.07,19.05,33.57,52.16,73.48
