BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,0,7,39,96,174
54.43,0,11,46,107,189
58.97,0,14,54,118,204
63.5,1,18,61,129,217
68.04,2,22,68,139,231
72.57,3,26,75,149,243
77.11,4,30,82,159,256
81.65,6,34,89,168,267
86.18,8,39,95,177,279
90.72,10,43,102,186,290
95.25,12,47,108,195,301
99.79,14,51,114,203,311
104.33,16,55,121,211,321
108.86,19,59,127,219,331
113.4,21,63,133,227,341
117.93,23,68,139,235,350
122.47,26,72,144,242,359
127.01,28,76,150,250,368
131.54,31,80,156,257,377
136.08,33,83,161,264,385
140.61,35,87,166,271,394
