BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,10.89,22.68,39.46,61.23,86.64
54.43,13.15,25.85,44,66.68,92.99
58.97,15.42,29.03,48.08,72.12,98.88
63.5,17.69,32.21,52.16,77.11,104.78
68.04,20.41,35.38,56.25,81.65,110.22
72.57,22.68,38.56,60.33,86.18,115.67
77.11,24.95,41.73,63.96,90.72,121.11
81.65,27.22,44.45,67.59,95.25,126.1
86.18,29.48,47.63,70.76,99.34,130.63
90.72,31.75,50.35,74.39,103.42,135.17
95.25,33.57,53.07,77.56,107.05,139.71
99.79,35.83,55.79,80.74,111.13,144.24
104.33,38.1,58.06,83.91,114.76,148.32
108.86,39.92,60.78,87.09,118.39,152.41
113.4,42.18,63.5,90.26,121.56,156.49
117.93,44,65.77,92.99,125.19,160.12
122.47,46.27,68.04,96.16,128.37,163.75
127.01,48.08,70.31,98.88,131.54,167.38
131.54,49.9,73.03,101.6,134.72,171
136.08,51.71,75.3,104.33,137.89,174.63
140.61,53.52,77.56,106.59,141.07,177.81
