BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,24.49,45.81,74.84,111.13,152.86
54.43,29.48,52.62,83.46,121.56,164.65
58.97,34.47,58.97,91.63,131.54,175.99
63.5,39.46,65.32,99.34,140.61,186.88
68.04,44.45,71.67,107.05,149.69,197.31
72.57,48.99,77.56,114.31,158.76,207.29
77.11,53.98,83.46,121.56,166.92,216.82
81.65,58.51,89.36,128.82,175.09,225.89
86.18,63.05,94.8,135.62,182.8,234.96
90.72,67.59,100.7,141.97,190.51,243.58
95.25,72.12,106.14,148.32,198.22,252.2
99.79,76.2,111.13,154.67,205.02,260.36
104.33,80.74,116.57,160.57,212.28,268.07
108.86,84.82,121.56,166.47,219.09,275.78
113.4,88.9,126.55,172.37,225.44,283.04
117.93,92.99,131.09,178.26,232.24,290.3
122.47,97.07,136.08,183.7,238.59,297.56
127.01,101.15,140.61,189.15,244.49,304.36
131.54,104.78,145.15,194.14,250.38,310.71
136.08,108.86,149.69,199.58,256.28,317.51
140.61,112.49,154.22,204.57,262.18,323.86
