BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,8.62,37.65,90.26,165.56,258.55
54.43,14.51,49.44,108.41,189.6,288.94
58.97,21.77,62.14,126.55,213.64,317.97
63.5,29.48,74.84,144.24,236.78,346.09
68.04,37.65,87.54,161.93,259.45,373.31
72.57,46.27,100.7,179.62,281.23,399.61
77.11,55.34,113.85,196.86,303,425.02
81.65,64.86,127.01,214.1,323.86,449.96
86.18,73.94,139.71,230.88,344.73,474.46
90.72,83.46,152.86,247.21,364.69,498.04
95.25,92.99,165.56,263.54,384.19,520.72
99.79,102.51,178.26,279.41,403.7,543.4
104.33,112.49,190.96,295.29,422.29,565.18
108.86,122.02,203.21,310.71,440.89,586.49
113.4,131.54,215.46,325.68,459.04,606.91
117.93,141.07,227.7,340.65,476.73,627.32
122.47,150.59,239.95,355.62,493.96,647.28
127.01,160.12,251.74,370.13,510.75,666.78
131.54,169.19,263.54,384.19,527.53,685.83
136.08,178.72,274.88,398.25,543.86,704.43
140.61,187.79,286.22,411.86,560.19,722.57
