BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,11.79,24.49,42.18,64.86,91.17
54.43,14.06,27.67,46.27,69.85,97.07
58.97,16.33,30.39,49.9,74.39,102.51
63.5,18.14,33.11,53.52,78.93,107.5
68.04,20.41,35.83,57.15,83.01,112.49
72.57,22.23,38.56,60.33,87.09,117.03
77.11,24.49,41.28,63.5,91.17,121.56
81.65,26.31,44,66.68,94.8,126.1
86.18,28.12,46.27,69.85,98.43,130.18
90.72,29.94,48.53,72.57,101.6,134.26
95.25,31.75,50.8,75.75,105.23,137.89
99.79,33.57,53.07,78.47,108.41,141.52
104.33,35.38,55.34,81.19,111.58,145.15
108.86,37.19,57.61,83.91,114.76,148.78
113.4,39.01,59.87,86.18,117.48,151.95
117.93,40.82,61.69,88.9,120.66,155.58
122.47,42.18,63.96,91.17,123.38,158.76
127.01,44,65.77,93.44,126.1,161.93
131.54,45.36,67.59,95.71,128.82,164.65
136.08,47.17,69.85,97.98,131.54,167.83
140.61,48.53,71.67,100.24,133.81,170.55
