BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,2.27,7.26,14.97,25.85,38.56
54.43,3.18,8.16,16.78,28.12,41.28
58.97,3.63,9.53,18.14,29.94,44
63.5,4.54,10.89,19.96,32.21,46.27
68.04,5.44,11.79,21.32,34.02,48.53
72.57,5.9,12.7,23.13,35.83,50.8
77.11,6.8,14.06,24.49,37.65,53.07
81.65,7.26,14.97,25.85,39.46,54.88
86.18,8.16,15.88,27.22,41.28,57.15
90.72,9.07,17.24,28.58,42.64,58.97
95.25,9.53,18.14,29.94,44.45,60.78
99.79,10.43,19.05,30.84,45.81,62.6
104.33,10.89,19.96,32.21,47.17,64.41
108.86,11.79,20.87,33.57,48.53,65.77
113.4,12.7,21.77,34.47,49.9,67.59
117.93,13.15,22.68,35.83,51.26,69.4
122.47,14.06,23.59,36.74,52.62,70.76
127.01,14.51,24.49,38.1,53.98,72.12
131.54,14.97,25.4,39.01,55.34,73.48
136.08,15.88,26.31,39.92,56.7,75.3
140.61,16.33,27.22,40.82,57.61,76.66
