BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,< 1,20,94,201,335
54.43,< 1,19,89,189,313
58.97,< 1,18,84,178,295
63.5,< 1,17,80,169,278
68.04,< 1,17,76,161,264
72.57,< 1,16,73,153,251
77.11,< 1,15,70,146,239
81.65,< 1,14,67,140,228
86.18,< 1,14,64,134,218
90.72,< 1,13,62,128,209
95.25,< 1,12,59,123,201
99.79,< 1,12,57,119,194
104.33,< 1,11,55,115,187
108.86,< 1,10,53,111,180
113.4,< 1,10,51,107,174
117.93,< 1,10,49,103,168
122.47,< 1,9,48,100,163
127.01,< 1,9,46,97,158
131.54,< 1,8,44,94,153
136.08,< 1,8,43,91,149
140.61,< 1,8,42,89,144
