BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,19.96,41.28,72.57,112.49,158.3
54.43,23.13,45.81,78.47,119.75,166.92
58.97,25.85,50.35,83.91,126.55,175.09
63.5,29.03,54.43,89.36,132.9,182.8
68.04,32.21,58.51,94.35,139.25,190.06
72.57,34.93,62.14,99.34,145.15,196.86
77.11,37.65,66.22,104.33,151.05,203.66
81.65,40.37,69.85,108.86,156.49,210.01
86.18,43.09,73.03,112.94,161.48,215.91
90.72,45.81,76.66,117.48,166.92,221.81
95.25,48.53,79.83,121.56,171.46,227.7
99.79,50.8,83.46,125.65,176.45,233.15
104.33,53.52,86.64,129.27,180.98,238.14
108.86,55.79,89.36,133.36,185.52,243.58
113.4,58.51,92.53,136.98,189.6,248.57
117.93,60.78,95.25,140.61,194.14,253.1
122.47,63.05,98.43,143.79,198.22,257.64
127.01,65.32,101.15,147.42,201.85,262.18
131.54,67.59,103.87,150.59,205.93,266.71
136.08,69.4,106.59,153.77,209.56,271.25
140.61,71.67,109.32,156.94,213.64,275.33
