BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,8.16,27.67,60.33,105.23,159.21
54.43,11.34,33.11,67.59,114.76,171.46
58.97,14.51,38.1,74.84,124.28,182.8
63.5,17.69,43.09,82.1,133.36,193.68
68.04,20.87,48.08,88.9,141.97,204.12
72.57,24.04,53.07,95.25,150.14,214.1
77.11,27.22,57.61,102.06,158.3,223.62
81.65,30.84,62.6,107.95,166.01,233.15
86.18,34.02,67.13,114.31,173.73,241.76
90.72,37.19,71.67,120.2,180.98,250.38
95.25,40.37,76.2,126.1,188.24,259
99.79,43.54,80.74,131.54,195.04,267.17
104.33,46.72,85.28,136.98,201.85,274.88
108.86,49.9,89.36,142.43,208.2,282.59
113.4,53.07,93.44,147.87,214.55,289.85
117.93,56.25,97.52,152.86,220.9,297.1
122.47,59.42,101.6,157.85,226.8,303.91
127.01,62.6,105.69,162.84,232.69,310.71
131.54,65.32,109.32,167.83,238.59,317.51
136.08,68.49,113.4,172.37,244.03,323.86
140.61,71.21,117.03,177.35,249.48,330.22
