BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,4.54,13.61,28.12,47.63,70.76
54.43,5.9,15.88,31.3,51.71,75.75
58.97,7.26,18.14,34.47,55.79,80.74
63.5,9.07,20.41,37.19,59.42,85.28
68.04,10.43,22.23,39.92,63.05,89.36
72.57,11.79,24.49,42.64,66.22,93.44
77.11,13.15,26.31,45.36,69.85,97.52
81.65,14.51,28.58,48.08,73.03,101.15
86.18,15.88,30.39,50.8,76.2,104.78
90.72,17.24,32.21,53.07,78.93,108.41
95.25,18.6,34.47,55.34,82.1,112.04
99.79,19.96,36.29,58.06,84.82,115.21
104.33,21.32,38.1,60.33,87.54,118.39
108.86,22.68,39.46,62.14,90.26,121.56
113.4,24.04,41.28,64.41,92.53,124.28
117.93,25.4,43.09,66.68,95.25,127.46
122.47,26.76,44.91,68.49,97.52,130.18
127.01,28.12,46.27,70.76,100.24,132.9
131.54,29.03,48.08,72.57,102.51,135.62
136.08,30.39,49.44,74.39,104.78,138.35
140.61,31.75,51.26,76.66,107.05,141.07
