BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,18.14,31.3,48.99,69.85,93.89
54.43,21.77,35.83,53.98,76.2,101.15
58.97,24.95,39.92,58.97,82.55,107.95
63.5,28.12,44,63.96,88,114.76
68.04,31.3,47.63,68.95,93.89,121.11
72.57,34.47,51.71,73.48,99.34,127.46
77.11,37.65,55.34,78.02,104.33,132.9
81.65,40.37,58.97,82.55,109.32,138.8
86.18,43.54,62.6,86.64,114.31,144.24
90.72,46.27,66.22,90.72,118.84,149.69
95.25,49.44,69.4,94.8,123.38,154.67
99.79,52.16,73.03,98.43,127.91,159.66
104.33,54.88,76.2,102.51,132.45,164.2
108.86,57.61,79.38,106.14,136.53,169.19
113.4,60.33,82.55,109.77,140.61,173.73
117.93,63.05,85.73,112.94,144.7,177.81
122.47,65.32,88.45,116.57,148.32,182.34
127.01,68.04,91.63,119.75,151.95,186.43
131.54,70.31,94.35,123.38,156.04,190.51
136.08,73.03,97.07,126.55,159.66,194.59
140.61,75.3,99.79,129.73,162.84,198.67
