BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,9.07,20.87,38.56,61.23,88
54.43,11.34,24.04,42.64,66.22,94.35
58.97,13.15,27.22,46.72,71.21,100.24
63.5,15.42,29.94,50.35,76.2,105.69
68.04,17.69,32.66,53.98,80.74,111.13
72.57,19.5,35.83,57.61,85.28,116.12
77.11,21.77,38.56,61.23,89.36,121.11
81.65,23.59,41.28,64.86,93.44,126.1
86.18,25.85,44,68.04,97.52,130.63
90.72,27.67,46.27,71.21,101.15,135.17
95.25,29.48,48.99,74.39,105.23,139.25
99.79,31.75,51.26,77.56,108.86,143.34
104.33,33.57,53.98,80.29,112.04,147.42
108.86,35.38,56.25,83.01,115.67,151.5
113.4,37.19,58.51,86.18,118.84,155.13
117.93,39.01,60.78,88.9,122.02,158.76
122.47,40.82,63.05,91.63,125.19,162.39
127.01,42.64,65.32,93.89,128.37,166.01
131.54,44.45,67.13,96.62,131.09,169.19
136.08,45.81,69.4,99.34,134.26,172.82
140.61,47.63,71.67,101.6,136.98,175.99
