BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,-5.44,8.16,24.04,42.18,61.23
54.43,-4.54,9.53,26.31,45.36,65.32
58.97,-4.08,10.89,28.58,48.08,68.49
63.5,-3.63,11.79,30.39,50.35,71.67
68.04,-3.18,12.7,31.75,52.62,74.39
72.57,-3.18,13.61,33.11,54.43,76.66
77.11,-3.18,14.06,34.02,56.25,78.93
81.65,-3.18,14.51,34.93,57.61,80.74
86.18,-3.18,14.97,35.83,58.97,82.55
90.72,-3.63,14.97,36.29,59.87,83.91
95.25,-4.08,14.97,36.74,60.78,85.28
99.79,-4.54,14.97,37.19,61.69,86.64
104.33,-4.99,14.51,37.19,62.14,87.54
108.86,-5.9,14.51,37.65,62.6,88
113.4,-6.8,14.06,37.19,62.6,88.9
117.93,-7.26,13.61,37.19,63.05,89.36
122.47,-8.62,12.7,36.74,63.05,89.81
127.01,-9.53,12.25,36.29,63.05,89.81
131.54,-10.43,11.34,35.83,62.6,89.81
136.08,-11.79,10.43,35.38,62.6,89.81
140.61,-13.15,9.53,34.93,62.14,89.81
