BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,26.31,41.73,61.69,85.73,112.49
54.43,30.84,47.63,68.49,93.89,121.56
58.97,35.38,53.07,75.3,101.6,130.18
63.5,39.92,58.51,81.65,108.86,138.35
68.04,44,63.5,87.54,115.67,146.51
72.57,48.08,68.49,93.89,122.92,154.22
77.11,52.62,73.48,99.34,129.27,161.48
81.65,56.7,78.47,105.23,135.62,168.74
86.18,60.33,83.01,110.68,141.97,175.54
90.72,64.41,87.54,115.67,147.87,181.89
95.25,68.49,92.08,121.11,153.77,188.24
99.79,72.12,96.62,126.1,159.21,194.59
104.33,75.75,100.7,130.63,164.65,200.94
108.86,79.38,104.78,135.62,170.1,206.84
113.4,83.01,108.86,140.16,175.09,212.28
117.93,86.64,112.94,144.7,180.53,217.72
122.47,89.81,117.03,149.23,185.07,223.17
127.01,93.44,120.66,153.31,190.06,228.61
131.54,96.62,124.74,157.85,194.59,233.6
136.08,99.79,128.37,161.93,199.58,239.04
140.61,102.97,132,166.01,204.12,243.58
