BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,1.36,4.99,11.79,20.87,32.21
54.43,1.81,6.35,13.15,23.13,34.93
58.97,2.72,7.26,14.97,24.95,37.19
63.5,3.18,8.16,16.33,27.22,39.92
68.04,3.63,9.53,17.69,29.03,41.73
72.57,4.54,10.43,19.05,30.84,44
77.11,4.99,11.34,20.41,32.21,46.27
81.65,5.9,12.25,21.77,34.02,48.08
86.18,6.35,13.15,23.13,35.38,49.9
90.72,7.26,14.51,24.49,37.19,51.71
95.25,7.71,15.42,25.4,38.56,53.52
99.79,8.62,16.33,26.76,40.37,55.34
104.33,9.07,17.24,28.12,41.73,57.15
108.86,9.98,18.14,29.03,43.09,58.51
113.4,10.43,19.05,30.39,44.45,60.33
117.93,11.34,19.96,31.3,45.81,61.69
122.47,11.79,20.41,32.21,47.17,63.5
127.01,12.25,21.32,33.57,48.08,64.86
131.54,13.15,22.23,34.47,49.44,66.22
136.08,13.61,23.13,35.38,50.8,67.59
140.61,14.51,24.04,36.29,51.71,68.95
