BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,4.99,10.89,19.5,30.39,42.64
54.43,6.35,12.7,21.77,33.11,46.27
58.97,7.26,14.06,23.59,35.83,48.99
63.5,8.62,15.88,25.85,38.1,52.16
68.04,9.98,17.69,27.67,40.37,54.88
72.57,10.89,19.05,29.94,43.09,57.61
77.11,12.25,20.41,31.75,45.36,60.33
81.65,13.15,22.23,33.57,47.17,62.6
86.18,14.51,23.59,35.38,49.44,65.32
90.72,15.42,24.95,37.19,51.71,67.59
95.25,16.78,26.31,38.56,53.52,69.85
99.79,17.69,27.67,40.37,55.34,72.12
104.33,18.6,29.03,41.73,57.15,74.39
108.86,19.96,30.39,43.54,58.97,76.2
113.4,20.87,31.3,44.91,60.78,78.47
117.93,21.77,32.66,46.27,62.6,80.29
122.47,22.68,34.02,48.08,64.41,82.1
127.01,24.04,35.38,49.44,65.77,83.91
131.54,24.95,36.29,50.8,67.59,85.73
136.08,25.85,37.65,52.16,68.95,87.54
140.61,26.76,38.56,53.52,70.76,89.36
