BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,4.08,9.07,15.88,24.95,35.38
54.43,4.99,9.98,17.69,26.76,37.65
58.97,5.9,11.34,19.05,28.58,39.46
63.5,6.8,12.25,20.41,30.39,41.73
68.04,7.26,13.61,21.77,32.21,43.54
72.57,8.16,14.51,23.13,33.57,45.36
77.11,9.07,15.42,24.49,34.93,47.17
81.65,9.53,16.33,25.4,36.74,48.99
86.18,10.43,17.24,26.76,38.1,50.8
90.72,11.34,18.6,27.67,39.46,52.16
95.25,11.79,19.5,29.03,40.82,53.52
99.79,12.7,19.96,29.94,42.18,55.34
104.33,13.15,20.87,31.3,43.09,56.7
108.86,14.06,21.77,32.21,44.45,58.06
113.4,14.51,22.68,33.11,45.81,59.42
117.93,15.42,23.59,34.02,46.72,60.78
122.47,15.88,24.49,34.93,48.08,62.14
127.01,16.33,24.95,35.83,48.99,63.05
131.54,17.24,25.85,37.19,49.9,64.41
136.08,17.69,26.76,37.65,51.26,65.32
140.61,18.14,27.22,38.56,52.16,66.68
