BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,14.51,37.65,73.03,120.2,175.99
54.43,19.5,45.36,83.46,133.36,191.87
58.97,24.49,52.62,93.89,146.06,207.29
63.5,29.94,60.33,103.87,158.76,221.81
68.04,35.38,68.04,113.4,170.55,236.32
72.57,40.82,75.3,122.92,182.34,249.93
77.11,46.27,82.55,132.45,193.68,263.08
81.65,51.71,89.81,141.52,204.57,275.78
86.18,57.15,97.07,150.14,215.46,288.03
90.72,62.14,103.87,159.21,225.44,300.28
95.25,67.59,110.68,167.38,235.87,311.62
99.79,73.03,117.48,175.54,245.39,322.96
104.33,78.02,124.28,183.7,254.92,333.84
108.86,83.46,130.63,191.87,264.44,344.73
113.4,88.45,137.44,199.58,273.52,355.16
117.93,93.89,143.34,207.29,282.59,365.14
122.47,98.88,149.69,214.55,291.21,375.12
127.01,103.87,156.04,221.81,299.82,384.65
131.54,108.41,161.93,229.06,307.99,394.17
136.08,113.4,167.83,236.32,316.15,403.24
140.61,118.39,173.73,243.13,323.86,412.32
