BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,5.9,13.15,23.59,37.65,53.52
54.43,7.71,15.88,27.22,41.73,58.51
58.97,9.53,18.14,30.39,45.81,63.05
63.5,11.34,20.87,33.57,49.44,67.59
68.04,13.15,23.13,36.74,53.07,72.12
72.57,14.97,25.4,39.46,56.7,76.2
77.11,16.78,27.67,42.64,60.33,80.29
81.65,18.6,30.39,45.36,63.96,84.37
86.18,20.41,32.66,48.08,67.13,88
90.72,22.23,34.93,51.26,70.31,91.63
95.25,24.04,37.19,53.52,73.48,95.25
99.79,25.85,39.01,56.25,76.66,98.88
104.33,27.22,41.28,58.97,79.38,102.06
108.86,29.03,43.54,61.23,82.55,105.69
113.4,30.84,45.36,63.96,85.28,108.86
117.93,32.66,47.63,66.22,88,112.04
122.47,34.02,49.44,68.49,90.72,114.76
127.01,35.83,51.26,70.76,93.44,117.93
131.54,37.19,53.52,73.03,96.16,120.66
136.08,39.01,55.34,75.3,98.43,123.83
140.61,40.37,57.15,77.56,101.15,126.55
