BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,4.99,12.25,23.59,38.1,55.79
54.43,6.35,14.51,26.31,41.73,59.87
58.97,7.71,16.33,29.03,44.91,63.96
63.5,9.07,18.14,31.3,48.08,67.59
68.04,10.43,19.96,33.57,51.26,71.21
72.57,11.34,21.77,36.29,53.98,74.39
77.11,12.7,23.59,38.56,56.7,77.56
81.65,14.06,25.4,40.82,59.42,80.74
86.18,15.42,27.22,42.64,62.14,83.91
90.72,16.78,28.58,44.91,64.41,86.64
95.25,18.14,30.39,47.17,67.13,89.81
99.79,19.05,32.21,48.99,69.4,92.53
104.33,20.41,33.57,50.8,71.67,94.8
108.86,21.77,34.93,52.62,73.94,97.52
113.4,22.68,36.74,54.43,76.2,100.24
117.93,24.04,38.1,56.25,78.47,102.51
122.47,24.95,39.46,58.06,80.29,104.78
127.01,26.31,40.82,59.87,82.55,107.05
131.54,27.22,42.64,61.69,84.37,109.32
136.08,28.58,44,63.5,86.18,111.58
140.61,29.48,45.36,64.86,88.45,113.85
