BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,7.71,16.78,30.39,47.63,68.04
54.43,9.07,18.6,32.66,50.8,71.67
58.97,9.98,20.41,34.93,53.52,74.84
63.5,11.34,21.77,37.19,55.79,78.02
68.04,12.25,23.59,39.01,58.51,80.74
72.57,13.61,24.95,40.82,60.78,83.46
77.11,14.51,26.31,42.64,63.05,86.18
81.65,15.42,27.67,44.45,65.32,88.45
86.18,16.78,29.03,46.27,67.59,91.17
90.72,17.69,30.39,48.08,69.4,93.44
95.25,18.6,31.75,49.44,71.21,95.71
99.79,19.5,33.11,51.26,73.03,97.98
104.33,20.41,34.47,52.62,74.84,99.79
108.86,21.32,35.38,53.98,76.66,102.06
113.4,22.23,36.74,55.79,78.47,103.87
117.93,23.13,37.65,57.15,80.29,105.69
122.47,24.04,39.01,58.51,81.65,107.5
127.01,24.95,39.92,59.87,83.46,109.32
131.54,25.85,41.28,60.78,84.82,111.13
136.08,26.76,42.18,62.14,86.18,112.94
140.61,27.22,43.09,63.5,88,114.76
