BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,0,6.35,28.58,65.77,116.12
54.43,0,8.62,33.11,72.57,125.19
58.97,0.45,10.89,37.19,79.38,133.81
63.5,0.91,13.61,41.73,85.73,141.97
68.04,1.81,15.88,46.27,92.08,150.14
72.57,2.72,18.6,50.35,97.98,157.85
77.11,3.63,21.32,54.43,103.42,165.11
81.65,4.99,23.59,58.51,109.32,171.91
86.18,5.9,26.31,62.6,114.76,178.72
90.72,7.26,28.58,66.68,119.75,185.07
95.25,8.62,31.3,70.31,125.19,191.42
99.79,9.98,34.02,73.94,130.18,197.77
104.33,11.34,36.29,77.56,134.72,203.66
108.86,12.7,39.01,81.19,139.71,209.56
113.4,14.06,41.28,84.82,144.24,215
117.93,15.42,43.54,88.45,148.78,220.45
122.47,17.24,46.27,91.63,152.86,225.89
127.01,18.6,48.53,95.25,157.4,231.33
131.54,19.96,50.8,98.43,161.48,236.32
136.08,21.32,53.07,101.6,165.56,241.31
140.61,22.68,55.34,104.78,169.64,246.3
