BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,5.9,17.24,35.83,61.23,91.63
54.43,7.26,19.5,39.01,65.77,97.07
58.97,8.62,21.77,42.18,69.4,102.06
63.5,9.98,24.04,45.36,73.48,106.59
68.04,11.34,25.85,48.08,77.11,111.13
72.57,12.7,28.12,51.26,80.74,115.21
77.11,14.06,30.39,53.98,84.37,119.29
81.65,15.42,32.21,56.25,87.54,123.38
86.18,16.78,34.02,58.97,90.72,127.01
90.72,18.14,35.83,61.23,93.44,130.63
95.25,19.05,37.65,63.96,96.62,134.26
99.79,20.41,39.46,66.22,99.34,137.44
104.33,21.77,41.28,68.49,102.06,140.61
108.86,23.13,43.09,70.76,104.78,143.79
113.4,24.49,44.91,72.57,107.5,146.96
117.93,25.4,46.27,74.84,109.77,149.69
122.47,26.76,48.08,76.66,112.49,152.86
127.01,27.67,49.44,78.93,114.76,155.58
131.54,29.03,51.26,80.74,117.03,158.3
136.08,30.39,52.62,82.55,119.29,161.03
140.61,31.3,53.98,84.37,121.56,163.29
