BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,25.4,40.37,60.33,83.91,109.77
54.43,29.03,44.91,65.77,90.26,117.48
58.97,32.21,49.44,70.76,96.16,124.28
63.5,35.83,53.52,75.75,102.06,130.63
68.04,39.01,57.61,80.74,107.5,136.98
72.57,42.18,61.23,85.28,112.94,142.88
77.11,45.36,65.32,89.81,117.93,148.78
81.65,48.53,68.95,93.89,122.92,154.22
86.18,51.26,72.57,97.98,127.91,159.66
90.72,54.43,75.75,102.06,132.45,164.65
95.25,57.15,79.38,106.14,136.53,169.64
99.79,59.87,82.55,109.77,141.07,174.63
104.33,62.6,85.73,113.4,145.15,179.17
108.86,65.32,88.9,117.03,149.23,183.7
113.4,68.04,91.63,120.66,153.31,187.79
117.93,70.76,94.8,123.83,156.94,192.32
122.47,73.03,97.52,127.46,160.57,196.41
127.01,75.75,100.7,130.63,164.65,200.49
131.54,78.02,103.42,133.81,167.83,204.12
136.08,80.29,106.14,136.98,171.46,208.2
140.61,82.55,108.86,139.71,174.63,211.83
