BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,0,3.18,15.42,36.29,64.41
54.43,0,4.99,19.05,41.73,71.21
58.97,0.45,7.26,22.68,47.17,78.47
63.5,0.91,9.07,26.31,52.16,85.28
68.04,1.81,11.34,29.94,57.15,91.63
72.57,2.72,13.61,33.57,62.6,97.98
77.11,4.08,15.88,37.19,67.13,104.33
81.65,5.44,18.6,40.82,72.12,110.22
86.18,6.8,20.87,44.45,76.66,116.12
90.72,8.16,23.13,48.08,81.65,121.56
95.25,9.53,25.85,51.26,86.18,127.01
99.79,10.89,28.12,54.88,90.26,132.45
104.33,12.7,30.84,58.06,94.8,137.44
108.86,14.06,33.11,61.69,98.88,142.88
113.4,15.42,35.38,64.86,102.97,147.87
117.93,17.24,38.1,68.04,107.05,152.41
122.47,19.05,40.37,71.21,111.13,157.4
127.01,20.41,42.64,74.39,115.21,161.93
131.54,22.23,44.91,77.56,118.84,166.47
136.08,23.59,47.17,80.74,122.47,171
140.61,25.4,49.44,83.46,126.1,175.09
