BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,0.45,4.08,11.34,22.68,37.19
54.43,0.91,4.99,12.7,24.95,39.46
58.97,1.36,5.9,14.06,26.31,41.73
63.5,1.36,6.35,15.42,28.12,44
68.04,1.81,7.26,16.78,29.94,45.81
72.57,2.27,8.16,17.69,31.3,48.08
77.11,2.72,8.62,19.05,33.11,49.9
81.65,3.18,9.53,19.96,34.47,51.71
86.18,3.63,10.43,21.32,35.83,53.07
90.72,4.08,10.89,22.23,37.19,54.88
95.25,4.54,11.79,23.13,38.56,56.7
99.79,4.99,12.7,24.04,39.92,58.06
104.33,5.44,13.15,24.95,40.82,59.42
108.86,5.9,14.06,26.31,42.18,61.23
113.4,6.35,14.51,27.22,43.09,62.6
117.93,6.8,15.42,28.12,44.45,63.96
122.47,7.26,15.88,29.03,45.36,65.32
127.01,7.71,16.33,29.48,46.72,66.22
131.54,8.16,17.24,30.39,47.63,67.59
136.08,8.16,17.69,31.3,48.53,68.95
140.61,8.62,18.6,32.21,49.9,70.31
