BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,26.76,41.73,61.23,84.82,110.68
54.43,30.84,47.17,67.59,92.08,118.84
58.97,34.93,52.16,73.94,99.34,127.01
63.5,39.01,57.15,79.38,105.69,134.72
68.04,43.09,61.69,85.28,112.49,141.97
72.57,46.72,66.68,90.72,118.84,148.78
77.11,50.8,71.21,96.16,124.74,155.58
81.65,54.43,75.3,101.15,130.63,161.93
86.18,58.06,79.83,106.14,136.08,168.28
90.72,61.69,83.91,110.68,141.52,174.18
95.25,65.32,88,115.67,146.96,180.08
99.79,68.49,92.08,120.2,151.95,185.97
104.33,72.12,95.71,124.28,156.94,191.42
108.86,75.3,99.79,128.82,161.93,196.86
113.4,78.47,103.42,132.9,166.47,201.85
117.93,81.65,107.05,136.98,171,206.84
122.47,84.82,110.68,141.07,175.54,211.83
127.01,87.54,113.85,145.15,180.08,216.82
131.54,90.72,117.48,148.78,184.16,221.35
136.08,93.44,120.66,152.41,188.24,225.89
140.61,96.62,123.83,156.49,192.32,230.42
