BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,5.44,12.25,22.68,36.74,52.62
54.43,6.8,14.51,25.85,40.37,57.15
58.97,8.16,16.78,28.58,44,61.23
63.5,9.98,19.05,31.3,47.17,65.32
68.04,11.34,20.87,34.02,50.35,69.4
72.57,12.7,23.13,36.74,53.52,73.03
77.11,14.51,24.95,39.46,56.7,76.66
81.65,15.88,27.22,41.73,59.87,79.83
86.18,17.24,29.03,44.45,62.6,83.46
90.72,19.05,30.84,46.72,65.32,86.64
95.25,20.41,32.66,48.99,68.04,89.81
99.79,21.77,34.47,51.26,70.76,92.53
104.33,23.13,36.29,53.52,73.48,95.71
108.86,24.95,38.1,55.34,76.2,98.43
113.4,26.31,39.92,57.61,78.47,101.15
117.93,27.67,41.73,59.87,80.74,103.87
122.47,29.03,43.54,61.69,83.46,106.59
127.01,30.39,44.91,63.5,85.73,109.32
131.54,31.75,46.72,65.77,87.54,112.04
136.08,33.11,48.53,67.59,89.81,114.31
140.61,34.47,49.9,69.4,92.08,116.57
