BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,22.68,34.93,51.26,70.76,91.63
54.43,25.85,39.46,56.25,76.2,98.43
58.97,29.03,43.09,61.23,82.1,104.78
63.5,32.21,47.17,65.77,87.09,110.68
68.04,35.38,50.8,69.85,92.08,116.12
72.57,38.56,54.43,74.39,97.07,121.56
77.11,41.28,58.06,78.47,101.6,127.01
81.65,44.45,61.23,82.55,106.14,132
86.18,47.17,64.86,86.18,110.68,136.98
90.72,49.9,68.04,89.81,114.76,141.52
95.25,52.62,71.21,93.44,118.84,146.06
99.79,55.34,74.39,97.07,122.92,150.59
104.33,58.06,77.11,100.7,127.01,154.67
108.86,60.33,80.29,103.87,130.63,158.76
113.4,63.05,83.01,107.05,134.26,162.84
117.93,65.32,85.73,110.22,137.89,166.92
122.47,67.59,88.45,113.4,141.07,170.55
127.01,69.85,91.17,116.57,144.7,174.18
131.54,72.57,93.89,119.29,147.87,177.81
136.08,74.39,96.62,122.02,151.05,181.44
140.61,76.66,98.88,125.19,154.22,185.07
