BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,10.89,32.21,67.59,115.67,173.27
54.43,16.33,41.73,81.19,132.9,194.59
58.97,22.68,51.71,94.35,150.14,215
63.5,29.48,61.69,107.95,166.92,235.41
68.04,36.74,71.67,121.11,183.25,254.47
72.57,44,82.1,134.26,199.58,273.52
77.11,51.71,92.08,147.42,215,291.66
81.65,59.42,102.51,160.12,230.42,309.8
86.18,67.13,112.49,172.82,245.39,327.04
90.72,74.84,122.47,185.07,260.36,343.82
95.25,82.55,132.45,197.31,274.42,360.61
99.79,90.26,142.43,209.11,288.48,376.48
104.33,98.43,151.95,220.9,302.55,392.36
108.86,106.14,161.48,232.24,315.7,407.78
113.4,113.85,171,243.58,329.31,422.75
117.93,121.56,180.53,254.92,342.01,437.26
122.47,128.82,189.6,265.81,354.71,451.78
127.01,136.53,198.67,276.69,366.96,465.39
131.54,143.79,207.75,287.12,379.2,479.45
136.08,151.5,216.82,297.56,391.45,492.6
140.61,158.76,225.44,307.99,403.24,506.21
