BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,< 1,6,15,26,37
54.43,< 1,7,15,25,36
58.97,< 1,7,15,25,35
63.5,< 1,7,15,24,34
68.04,< 1,7,15,24,33
72.57,< 1,7,14,23,32
77.11,< 1,7,14,22,31
81.65,< 1,7,13,22,30
86.18,< 1,7,13,21,29
90.72,< 1,7,13,20,28
95.25,< 1,6,12,20,27
99.79,< 1,6,12,19,26
104.33,< 1,6,11,18,26
108.86,< 1,6,11,18,25
113.4,< 1,5,10,17,24
117.93,< 1,5,10,16,23
122.47,< 1,5,10,16,22
127.01,< 1,5,9,15,22
131.54,< 1,4,9,15,21
136.08,< 1,4,9,14,20
140.61,< 1,4,9,14,20
