BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,9.98,20.41,35.83,55.34,78.02
54.43,12.25,24.04,40.37,60.78,84.82
58.97,14.51,27.22,44.45,66.22,90.72
63.5,16.78,30.39,48.53,71.21,96.62
68.04,19.5,33.57,52.62,76.2,102.51
72.57,21.77,36.74,56.7,80.74,107.95
77.11,24.04,39.92,60.78,85.28,113.4
81.65,26.76,43.09,64.41,89.81,118.39
86.18,29.03,45.81,68.04,94.35,123.38
90.72,31.3,48.99,71.67,98.43,127.91
95.25,33.57,51.71,74.84,102.51,132.45
99.79,35.83,54.43,78.47,106.14,136.98
104.33,38.1,57.15,81.65,110.22,141.52
108.86,40.37,59.87,84.82,113.85,145.6
113.4,42.64,62.6,88,117.48,149.69
117.93,44.45,65.32,91.17,121.11,153.77
122.47,46.72,67.59,93.89,124.28,157.4
127.01,48.99,70.31,97.07,127.91,161.48
131.54,50.8,72.57,99.79,131.09,165.11
136.08,53.07,75.3,102.51,134.26,168.74
140.61,54.88,77.56,105.23,137.44,172.37
