BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,16.78,37.19,66.22,103.87,147.87
54.43,18.6,39.46,69.85,108.41,152.86
58.97,20.41,42.18,73.03,112.49,157.85
63.5,22.23,44.45,76.2,116.12,162.39
68.04,23.59,46.72,78.93,119.75,166.47
72.57,25.4,48.99,81.65,123.38,170.55
77.11,26.76,50.8,84.37,126.55,174.63
81.65,28.12,53.07,87.09,129.73,178.26
86.18,29.48,54.88,89.36,132.45,181.44
90.72,30.84,56.7,91.63,135.62,185.07
95.25,32.21,58.51,93.89,138.35,188.24
99.79,33.57,60.33,96.16,140.61,191.42
104.33,34.93,61.69,98.43,143.34,194.14
108.86,35.83,63.5,100.24,145.6,196.86
113.4,37.19,64.86,102.51,148.32,200.03
117.93,38.56,66.68,104.33,150.59,202.3
122.47,39.46,68.04,106.14,152.86,205.02
127.01,40.37,69.4,107.95,155.13,207.75
131.54,41.73,70.76,109.77,156.94,210.01
136.08,42.64,72.12,111.58,159.21,212.28
140.61,43.54,73.48,112.94,161.03,214.55
