BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,< 1,23,67,126,195
54.43,< 1,20,61,115,179
58.97,< 1,17,56,106,165
63.5,< 1,15,51,98,154
68.04,< 1,13,47,91,143
72.57,< 1,11,43,85,134
77.11,< 1,9,40,79,126
81.65,< 1,8,37,74,118
86.18,< 1,7,34,70,112
90.72,< 1,6,32,66,106
95.25,< 1,5,29,62,100
99.79,< 1,4,27,59,95
104.33,< 1,3,25,55,90
108.86,< 1,2,23,53,86
113.4,< 1,1,22,50,82
117.93,< 1,< 1,20,47,79
122.47,< 1,< 1,19,45,75
127.01,< 1,< 1,17,43,72
131.54,< 1,< 1,16,41,69
136.08,< 1,< 1,15,39,66
140.61,< 1,< 1,14,37,63
