BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,0.91,9.07,25.85,52.62,86.18
54.43,1.36,9.98,28.12,55.34,89.81
58.97,1.81,11.34,29.94,58.06,92.99
63.5,2.27,12.25,31.75,60.33,96.16
68.04,2.72,13.61,33.57,62.6,99.34
72.57,3.18,14.51,35.38,64.86,102.06
77.11,3.63,15.42,36.74,67.13,104.78
81.65,4.08,16.33,38.56,69.4,107.5
86.18,4.54,17.69,39.92,71.21,109.77
90.72,4.99,18.6,41.28,73.48,112.49
95.25,5.44,19.5,42.64,75.3,114.76
99.79,5.9,20.41,44,77.11,116.57
104.33,6.8,21.32,45.36,78.47,118.84
108.86,7.26,22.23,46.72,80.29,121.11
113.4,7.71,23.13,48.08,82.1,122.92
117.93,8.16,23.59,48.99,83.46,124.74
122.47,8.62,24.49,50.35,85.28,127.01
127.01,9.07,25.4,51.26,86.64,128.82
131.54,9.53,26.31,52.62,88,130.18
136.08,9.98,26.76,53.52,89.36,132
140.61,10.43,27.67,54.88,90.72,133.81
