BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,26.76,38.56,53.98,71.21,90.26
54.43,30.39,43.54,59.42,77.56,97.52
58.97,34.47,48.08,64.86,83.91,104.33
63.5,38.1,52.62,69.85,89.81,111.13
68.04,42.18,56.7,74.84,95.25,117.48
72.57,45.81,61.23,79.83,100.7,123.38
77.11,48.99,65.32,84.37,106.14,129.27
81.65,52.62,69.4,88.9,111.13,134.72
86.18,56.25,73.03,93.44,116.12,140.16
90.72,59.42,77.11,97.52,120.66,145.15
95.25,62.6,80.74,101.6,125.65,150.59
99.79,65.77,84.37,105.69,129.73,155.13
104.33,68.95,87.54,109.77,134.26,160.12
108.86,72.12,91.17,113.4,138.35,164.65
113.4,74.84,94.35,117.48,142.43,169.19
117.93,78.02,97.52,121.11,146.51,173.73
122.47,80.74,101.15,124.74,150.59,177.81
127.01,83.46,103.87,127.91,154.22,181.89
131.54,86.18,107.05,131.54,158.3,185.97
136.08,88.9,110.22,134.72,161.93,190.06
140.61,91.63,112.94,137.89,165.56,193.68
