BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,0.45,4.54,13.61,27.22,44
54.43,0.91,5.9,15.42,29.48,47.17
58.97,1.36,6.8,16.78,31.3,49.9
63.5,1.81,7.71,18.14,33.57,52.16
68.04,2.27,8.62,19.5,35.38,54.43
72.57,2.72,9.53,20.87,37.19,57.15
77.11,3.18,10.43,22.23,39.01,58.97
81.65,3.63,11.34,23.59,40.82,61.23
86.18,4.08,12.25,24.95,42.64,63.5
90.72,4.54,13.15,26.31,44,65.32
95.25,5.44,14.06,27.67,45.81,67.13
99.79,5.9,14.97,28.58,47.17,68.95
104.33,6.35,15.42,29.94,48.53,70.76
108.86,6.8,16.33,30.84,49.9,72.57
113.4,7.26,17.24,32.21,51.26,74.39
117.93,7.71,18.14,33.11,52.62,75.75
122.47,8.16,18.6,34.02,53.98,77.56
127.01,9.07,19.5,35.38,55.34,78.93
131.54,9.53,20.41,36.29,56.7,80.74
136.08,9.98,20.87,37.19,58.06,82.1
140.61,10.43,21.77,38.1,58.97,83.46
