BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,-13.61,-4.54,5.44,17.24,29.03
54.43,-12.7,-3.63,7.71,19.5,31.75
58.97,-12.25,-2.27,9.07,21.77,34.93
63.5,-11.79,-1.36,10.89,23.59,37.19
68.04,-11.34,-0.45,11.79,25.4,39.46
72.57,-11.34,0,13.15,27.22,41.73
77.11,-10.89,0.91,14.06,28.58,43.54
81.65,-10.89,0.91,14.97,29.94,44.91
86.18,-11.34,1.36,15.42,30.84,46.27
90.72,-11.34,1.36,15.88,31.75,47.63
95.25,-11.79,1.36,16.33,32.21,48.53
99.79,-11.79,1.36,16.78,33.11,49.44
104.33,-12.7,1.36,16.78,33.57,50.35
108.86,-13.15,0.91,16.78,33.57,50.8
113.4,-13.61,0.91,16.78,34.02,51.26
117.93,-14.51,0.45,16.78,34.02,51.71
122.47,-15.42,-0.45,16.33,34.02,51.71
127.01,-15.88,-0.91,15.88,34.02,52.16
131.54,-17.24,-1.81,15.42,33.57,52.16
136.08,-18.14,-2.27,14.97,33.57,52.16
140.61,-19.05,-3.18,14.51,33.11,51.71
