BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,0,16,64,142,247
54.43,0,18,67,148,254
58.97,0,20,71,153,261
63.5,1,22,74,158,268
68.04,1,24,78,163,274
72.57,2,25,81,168,280
77.11,2,27,84,172,286
81.65,2,29,87,176,291
86.18,3,30,89,180,296
90.72,3,32,92,184,301
95.25,4,33,95,187,305
99.79,4,35,97,191,310
104.33,5,36,99,194,314
108.86,5,38,102,197,318
113.4,6,39,104,201,322
117.93,7,40,106,204,326
122.47,7,42,108,207,330
127.01,8,43,110,209,333
131.54,8,44,112,212,337
136.08,9,45,114,215,340
140.61,9,47,116,217,343
