BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,14.97,29.48,49.44,74.84,104.33
54.43,17.69,33.11,53.98,80.74,110.68
58.97,19.96,36.29,58.51,85.73,116.57
63.5,22.68,39.46,62.6,90.72,122.47
68.04,24.95,42.64,66.68,95.71,127.91
72.57,27.22,45.81,70.31,100.24,133.36
77.11,29.48,48.99,73.94,104.78,138.35
81.65,31.75,51.71,77.56,108.86,143.34
86.18,34.02,54.43,81.19,112.94,147.87
90.72,36.29,57.15,84.37,117.03,152.41
95.25,38.56,59.87,87.54,120.66,156.94
99.79,40.82,62.6,90.72,124.28,161.03
104.33,42.64,65.32,93.89,127.91,165.11
108.86,44.91,67.59,97.07,131.54,169.19
113.4,46.72,70.31,99.79,134.72,172.82
117.93,48.53,72.57,102.51,137.89,176.9
122.47,50.35,74.84,105.69,141.52,180.53
127.01,52.62,77.11,107.95,144.24,183.7
131.54,54.43,79.38,110.68,147.42,187.33
136.08,56.25,81.65,113.4,150.59,190.51
140.61,58.06,83.91,116.12,153.31,194.14
