BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,17.24,34.47,58.97,90.26,126.1
54.43,20.41,39.01,64.86,97.07,134.26
58.97,23.13,43.09,69.85,103.42,141.97
63.5,26.31,47.17,75.3,109.77,149.23
68.04,29.03,50.8,80.29,115.67,156.04
72.57,32.21,54.88,84.82,121.56,162.39
77.11,34.93,58.51,89.36,127.01,168.74
81.65,37.65,62.14,93.89,132.45,175.09
86.18,40.37,65.77,97.98,137.44,180.98
90.72,43.09,68.95,102.51,142.43,186.43
95.25,45.81,72.12,106.59,146.96,191.87
99.79,48.53,75.75,110.22,151.5,197.31
104.33,51.26,78.93,114.31,156.04,202.3
108.86,53.52,81.65,117.93,160.57,207.29
113.4,56.25,84.82,121.56,164.65,212.28
117.93,58.51,88,125.19,168.74,216.82
122.47,60.78,90.72,128.37,172.82,221.35
127.01,63.05,93.44,132,176.9,225.89
131.54,65.32,96.62,135.17,180.53,229.97
136.08,67.59,99.34,138.35,184.16,234.51
140.61,69.85,101.6,141.52,188.24,238.59
