BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,24.04,39.01,58.51,82.1,108.41
54.43,27.67,43.54,63.96,88.9,116.12
58.97,30.84,48.08,69.4,95.25,123.38
63.5,34.47,52.16,74.84,101.15,130.18
68.04,38.1,56.25,79.83,107.05,136.98
72.57,41.28,60.33,84.37,112.49,143.34
77.11,44.45,64.41,89.36,117.93,149.23
81.65,47.63,68.49,93.89,123.38,155.13
86.18,50.8,72.12,97.98,128.37,160.57
90.72,53.98,75.75,102.51,132.9,166.01
95.25,57.15,79.38,106.59,137.89,171.46
99.79,59.87,82.55,110.22,142.43,176.45
104.33,62.6,86.18,114.31,146.51,181.44
108.86,65.77,89.36,117.93,151.05,185.97
113.4,68.49,92.53,122.02,155.13,190.51
117.93,71.21,95.71,125.19,159.21,195.04
122.47,73.48,98.88,128.82,163.29,199.58
127.01,76.2,101.6,132.45,166.92,203.66
131.54,78.93,104.78,135.62,170.55,207.75
136.08,81.19,107.5,138.8,174.18,211.83
140.61,83.91,110.22,141.97,177.81,215.91
