BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,11.34,26.31,48.08,76.66,109.77
54.43,14.06,30.39,53.52,83.46,117.93
58.97,16.78,34.47,58.97,89.81,125.65
63.5,19.96,38.1,63.96,96.16,133.36
68.04,22.68,42.18,68.95,102.06,140.16
72.57,25.4,45.81,73.48,107.95,146.96
77.11,28.12,49.44,78.47,113.85,153.77
81.65,30.84,53.07,82.55,119.29,159.66
86.18,33.57,56.7,87.09,124.28,166.01
90.72,36.29,59.87,91.63,129.27,171.91
95.25,39.01,63.5,95.71,134.26,177.35
99.79,41.28,66.68,99.79,139.25,182.8
104.33,44,69.85,103.42,143.79,188.24
108.86,46.27,73.03,107.5,148.32,193.23
113.4,48.99,76.2,111.13,152.86,198.67
117.93,51.26,79.38,114.76,156.94,203.21
122.47,53.98,82.1,118.39,161.03,208.2
127.01,56.25,85.28,122.02,165.11,212.73
131.54,58.51,88,125.19,169.19,217.27
136.08,60.78,90.72,128.82,173.27,221.81
140.61,63.05,93.44,132,176.9,225.89
