BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,0,2.72,10.89,24.04,42.18
54.43,0,3.18,12.25,26.31,44.91
58.97,0,4.08,13.15,28.12,47.63
63.5,0.45,4.54,14.51,29.94,49.9
68.04,0.45,5.44,15.88,31.75,52.16
72.57,0.91,6.35,17.24,33.57,54.43
77.11,0.91,6.8,18.14,35.38,56.7
81.65,1.36,7.71,19.5,36.74,58.51
86.18,1.81,8.16,20.41,38.56,60.33
90.72,1.81,9.07,21.77,39.92,62.14
95.25,2.27,9.53,22.68,41.28,63.96
99.79,2.72,10.43,23.59,42.64,65.77
104.33,3.18,10.89,24.95,44,67.59
108.86,3.18,11.79,25.85,45.36,69.4
113.4,3.63,12.25,26.76,46.72,70.76
117.93,4.08,13.15,27.67,48.08,72.12
122.47,4.54,13.61,28.58,48.99,73.94
127.01,4.99,14.06,29.48,50.35,75.3
131.54,4.99,14.97,30.39,51.71,76.66
136.08,5.44,15.42,31.3,52.62,78.02
140.61,5.9,15.88,32.21,53.52,79.38
