BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,26.31,40.37,58.06,78.93,101.6
54.43,31.3,46.72,65.32,87.54,111.58
58.97,36.74,52.62,72.57,95.71,120.66
63.5,41.73,58.51,79.83,103.87,129.73
68.04,46.72,64.86,86.64,111.58,138.8
72.57,51.71,70.31,93.44,119.29,146.96
77.11,56.7,76.2,99.79,126.55,155.13
81.65,61.23,81.65,106.14,133.81,163.29
86.18,66.22,87.09,112.49,140.61,171
90.72,70.76,92.53,118.39,147.42,178.26
95.25,75.3,97.52,124.28,154.22,185.52
99.79,79.83,102.97,130.18,160.57,192.32
104.33,84.37,107.95,135.62,166.92,199.13
108.86,88.45,112.49,141.07,172.82,205.93
113.4,92.99,117.48,146.51,178.72,212.28
117.93,97.07,122.02,151.95,184.61,218.63
122.47,101.15,127.01,156.94,190.06,224.98
127.01,105.23,131.54,161.93,195.5,230.88
131.54,109.32,135.62,166.92,200.94,236.78
136.08,112.94,140.16,171.46,206.38,242.67
140.61,117.03,144.24,176.45,211.83,248.12
