BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,< 1,14,48,91,142
54.43,< 1,14,47,88,135
58.97,< 1,15,45,85,130
63.5,< 1,15,44,82,124
68.04,< 1,15,43,79,119
72.57,< 1,14,42,76,115
77.11,< 1,14,41,74,111
81.65,< 1,14,40,71,107
86.18,< 1,14,39,69,103
90.72,< 1,13,37,67,100
95.25,< 1,13,36,65,97
99.79,< 1,13,35,63,94
104.33,< 1,12,34,61,91
108.86,< 1,12,33,59,88
113.4,< 1,12,33,58,86
117.93,< 1,11,32,56,83
122.47,< 1,11,31,55,81
127.01,< 1,11,30,53,79
131.54,< 1,10,29,52,77
136.08,< 1,10,28,50,75
140.61,< 1,10,28,49,73
