BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,11.79,24.04,41.73,64.41,90.26
54.43,14.06,27.22,45.81,69.4,96.62
58.97,15.88,30.39,49.9,74.39,102.06
63.5,18.14,33.11,53.52,78.93,107.5
68.04,20.41,35.83,57.15,83.01,112.49
72.57,22.68,39.01,60.78,87.54,117.48
77.11,24.49,41.73,63.96,91.63,122.02
81.65,26.76,44,67.59,95.25,126.55
86.18,28.58,46.72,70.76,99.34,131.09
90.72,30.84,49.44,73.48,102.97,135.17
95.25,32.66,51.71,76.66,106.59,139.25
99.79,34.47,53.98,79.38,109.77,143.34
104.33,36.29,56.7,82.55,113.4,146.96
108.86,38.1,58.97,85.28,116.57,150.59
113.4,39.92,61.23,88,119.75,154.22
117.93,41.73,63.05,90.72,122.47,157.85
122.47,43.54,65.32,92.99,125.65,161.03
127.01,45.36,67.59,95.71,128.37,164.65
131.54,47.17,69.4,97.98,131.54,167.83
136.08,48.53,71.67,100.24,134.26,171
140.61,50.35,73.48,102.97,136.98,173.73
