BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,0,4.54,15.42,33.11,55.79
54.43,0.45,5.9,17.69,36.29,59.87
58.97,0.91,6.8,19.5,39.01,63.5
63.5,1.36,8.16,21.77,41.73,67.13
68.04,1.81,9.53,23.59,44.45,70.76
72.57,2.27,10.43,25.85,47.17,73.94
77.11,2.72,11.79,27.67,49.9,77.11
81.65,3.63,13.15,29.48,52.16,80.29
86.18,4.08,14.06,31.3,54.43,83.01
90.72,4.99,15.42,32.66,56.7,85.73
95.25,5.44,16.78,34.47,58.97,88.45
99.79,6.35,17.69,36.29,61.23,91.17
104.33,6.8,19.05,37.65,63.5,93.89
108.86,7.71,19.96,39.46,65.32,96.16
113.4,8.16,21.32,40.82,67.59,98.88
117.93,9.07,22.23,42.64,69.4,101.15
122.47,9.53,23.13,44,71.21,103.42
127.01,10.43,24.49,45.36,73.03,105.69
131.54,10.89,25.4,46.72,74.84,107.95
136.08,11.79,26.31,48.53,76.66,110.22
140.61,12.25,27.67,49.9,78.47,112.04
