BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,6.35,14.97,27.67,44.91,64.86
54.43,7.71,17.24,30.84,48.99,69.85
58.97,9.53,19.5,34.02,52.62,74.39
63.5,10.89,21.77,37.19,56.25,78.93
68.04,12.25,24.04,39.92,59.87,83.01
72.57,14.06,26.31,42.64,63.5,87.09
77.11,15.42,28.12,45.36,66.68,90.72
81.65,17.24,30.39,48.08,69.85,94.35
86.18,18.6,32.21,50.8,73.03,97.98
90.72,20.41,34.47,53.07,75.75,101.6
95.25,21.77,36.29,55.34,78.93,104.78
99.79,23.13,38.1,58.06,81.65,107.95
104.33,24.49,39.92,60.33,84.37,111.13
108.86,26.31,41.73,62.6,87.09,114.31
113.4,27.67,43.54,64.41,89.81,117.03
117.93,29.03,45.36,66.68,92.08,120.2
122.47,30.39,47.17,68.95,94.35,122.92
127.01,31.75,48.99,70.76,97.07,125.65
131.54,33.11,50.8,73.03,99.34,128.37
136.08,34.47,52.16,74.84,101.6,131.09
140.61,35.83,53.98,76.66,103.87,133.36
