BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,-8.62,5.9,23.59,44,65.32
54.43,-8.16,7.26,25.85,47.17,69.4
58.97,-7.71,8.62,28.12,49.9,73.03
63.5,-7.26,9.53,29.94,52.62,76.66
68.04,-6.8,10.43,31.3,54.88,79.38
72.57,-6.8,11.34,32.66,56.7,82.1
77.11,-6.8,11.79,34.02,58.51,84.37
81.65,-7.26,12.25,34.93,60.33,86.64
86.18,-7.26,12.7,35.83,61.69,88.45
90.72,-7.71,12.7,36.29,62.6,89.81
95.25,-8.16,12.7,36.74,63.5,91.17
99.79,-8.62,12.7,37.19,64.41,92.53
104.33,-9.53,12.25,37.65,64.86,93.89
108.86,-9.98,11.79,37.65,65.77,94.8
113.4,-10.89,11.34,37.65,65.77,95.25
117.93,-11.79,10.89,37.19,66.22,96.16
122.47,-13.15,10.43,37.19,66.22,96.62
127.01,-14.06,9.53,36.74,66.22,96.62
131.54,-14.97,8.62,36.29,66.22,97.07
136.08,-16.33,7.71,35.83,65.77,97.07
140.61,-17.69,6.8,34.93,65.77,97.07
