BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,3.18,12.7,29.48,52.62,81.19
54.43,4.08,14.06,31.3,54.88,84.37
58.97,4.54,14.97,32.66,57.15,87.09
63.5,4.99,16.33,34.47,59.42,89.81
68.04,5.9,17.24,35.83,61.69,92.08
72.57,6.35,18.14,37.65,63.5,94.8
77.11,6.8,19.05,39.01,65.32,97.07
81.65,7.26,20.41,40.37,67.13,98.88
86.18,8.16,21.32,41.73,68.49,101.15
90.72,8.62,22.23,42.64,70.31,102.97
95.25,9.07,22.68,44,71.67,104.78
99.79,9.53,23.59,45.36,73.48,106.59
104.33,9.98,24.49,46.27,74.84,108.41
108.86,10.89,25.4,47.17,76.2,110.22
113.4,11.34,26.31,48.53,77.56,111.58
117.93,11.79,26.76,49.44,78.93,113.4
122.47,12.25,27.67,50.35,80.29,114.76
127.01,12.7,28.58,51.26,81.19,116.12
131.54,13.15,29.03,52.62,82.55,117.93
136.08,13.61,29.94,53.52,83.91,119.29
140.61,14.06,30.39,54.43,84.82,120.66
