BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,2.72,7.71,14.97,24.95,36.74
54.43,3.63,8.62,16.78,27.22,39.46
58.97,4.54,9.98,18.14,29.03,41.73
63.5,4.99,10.89,19.96,30.84,44
68.04,5.9,12.25,21.32,32.66,46.27
72.57,6.8,13.15,22.68,34.47,48.53
77.11,7.26,14.51,24.04,36.29,50.35
81.65,8.16,15.42,25.4,38.1,52.16
86.18,9.07,16.33,26.76,39.46,53.98
90.72,9.53,17.24,28.12,41.28,55.79
95.25,10.43,18.14,29.03,42.64,57.61
99.79,10.89,19.05,30.39,44,59.42
104.33,11.79,20.41,31.75,45.36,60.78
108.86,12.25,21.32,32.66,46.72,62.6
113.4,13.15,22.23,33.57,48.08,63.96
117.93,13.61,22.68,34.93,49.44,65.32
122.47,14.51,23.59,35.83,50.8,67.13
127.01,14.97,24.49,36.74,51.71,68.49
131.54,15.88,25.4,38.1,53.07,69.85
136.08,16.33,26.31,39.01,53.98,71.21
140.61,17.24,26.76,39.92,55.34,72.12
