BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,4.54,10.89,21.32,34.47,50.35
54.43,5.44,12.25,23.13,37.19,53.52
58.97,6.35,13.61,24.95,39.46,56.25
63.5,7.26,14.97,26.76,41.73,58.97
68.04,8.16,16.33,28.58,43.54,61.23
72.57,9.07,17.69,29.94,45.81,63.5
77.11,9.98,19.05,31.75,47.63,66.22
81.65,10.43,19.96,33.11,49.44,68.04
86.18,11.34,21.32,34.47,51.26,70.31
90.72,12.25,22.23,36.29,53.07,72.57
95.25,13.15,23.59,37.65,54.88,74.39
99.79,14.06,24.49,39.01,56.25,76.2
104.33,14.97,25.4,40.37,58.06,78.02
108.86,15.42,26.76,41.28,59.42,79.83
113.4,16.33,27.67,42.64,61.23,81.65
117.93,17.24,28.58,44,62.6,83.46
122.47,17.69,29.48,45.36,63.96,84.82
127.01,18.6,30.39,46.27,65.32,86.64
131.54,19.05,31.3,47.63,66.68,88
136.08,19.96,32.21,48.53,68.04,89.81
140.61,20.87,33.11,49.44,69.4,91.17
