BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,0.45,4.08,10.89,21.77,35.38
54.43,0.91,4.54,12.25,23.59,37.65
58.97,0.91,5.44,13.61,24.95,39.92
63.5,1.36,5.9,14.51,26.76,41.73
68.04,1.81,6.8,15.88,28.12,43.54
72.57,2.27,7.71,16.78,29.48,45.36
77.11,2.27,8.16,17.69,30.84,47.17
81.65,2.72,9.07,18.6,32.21,48.53
86.18,3.18,9.53,19.96,33.57,50.35
90.72,3.63,10.43,20.87,34.93,51.71
95.25,4.08,10.89,21.77,35.83,53.07
99.79,4.54,11.34,22.68,37.19,54.43
104.33,4.99,12.25,23.59,38.1,55.79
108.86,5.44,12.7,24.04,39.46,57.15
113.4,5.44,13.61,24.95,40.37,58.51
117.93,5.9,14.06,25.85,41.28,59.87
122.47,6.35,14.51,26.76,42.64,60.78
127.01,6.8,14.97,27.67,43.54,62.14
131.54,7.26,15.88,28.12,44.45,63.05
136.08,7.71,16.33,29.03,45.36,64.41
140.61,7.71,16.78,29.48,46.27,65.32
